金额,商品,支付时间,地点,商品大类,商品二级类
1.0,香豆干,2017/2/21 08:34,D,非饮料,肉干/豆制品/蛋
2.5,凤爪,2017/2/21 09:12,D,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/2/21 12:57,D,饮料,茶饮料
6.0,红牛,2017/2/22 09:00,D,饮料,功能饮料
4.0,王老吉（罐）,2017/2/22 19:22,D,饮料,茶饮料
3.0,维他柠檬茶,2017/2/23 15:25,D,饮料,茶饮料
2.0,怡宝纯净水,2017/2/23 16:20,D,饮料,水
2.0,怡宝纯净水,2017/2/23 16:27,D,饮料,水
3.0,可口可乐最新款,2017/2/23 17:09,D,饮料,碳酸饮料
4.0,营养快线,2017/2/24 02:16,D,饮料,乳制品
1.0,香豆干,2017/2/24 08:57,D,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/2/24 11:22,D,饮料,水
3.5,东鹏特饮,2017/2/24 17:29,D,饮料,功能饮料
4.0,营养快线,2017/2/25 10:39,D,饮料,乳制品
4.0,脉动,2017/2/25 14:01,D,饮料,功能饮料
3.0,卫龙大面筋,2017/2/26 23:05,D,非饮料,肉干/豆制品/蛋
3.0,卫龙大面筋,2017/2/27 09:24,D,非饮料,肉干/豆制品/蛋
4.0,银鹭八宝粥,2017/2/27 12:35,D,饮料,方便速食
3.0,伊利纯牛奶,2017/2/27 14:49,D,饮料,乳制品
4.0,阿萨姆奶茶,2017/2/27 16:12,D,饮料,茶饮料
4.0,脉动,2017/2/27 16:19,D,饮料,功能饮料
3.0,统一绿茶,2017/2/27 16:22,D,饮料,茶饮料
4.0,脉动,2017/2/27 23:24,D,饮料,功能饮料
3.0,可口可乐最新款,2017/2/28 11:38,D,饮料,碳酸饮料
4.5,250ml燕塘甜牛奶,2017/3/28 19:56,D,饮料,乳制品
4.0,脉动,2017/3/28 19:56,D,饮料,功能饮料
4.0,营养快线,2017/3/28 20:29,D,饮料,乳制品
4.0,王老吉（500ml）,2017/3/28 20:33,D,饮料,茶饮料
2.0,伊利优酸乳,2017/3/28 20:38,D,饮料,乳制品
3.0,统一绿茶,2017/3/28 20:45,D,饮料,茶饮料
3.5,王老吉（罐）,2017/3/28 20:55,D,饮料,茶饮料
3.0,伊利纯牛奶,2017/3/28 20:56,D,饮料,乳制品
3.5,可乐可乐,2017/3/28 21:00,D,饮料,碳酸饮料
3.0,统一绿茶,2017/3/28 21:00,D,饮料,茶饮料
3.0,卫龙大面筋,2017/3/28 21:02,D,非饮料,肉干/豆制品/蛋
1.0,香脆肠,2017/3/28 21:04,D,非饮料,肉干/豆制品/蛋
1.0,香脆肠,2017/3/28 21:05,D,非饮料,肉干/豆制品/蛋
3.0,可口可乐最新款,2017/3/28 21:06,D,饮料,碳酸饮料
3.0,雪碧最新款,2017/3/28 21:14,D,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/3/28 21:16,D,饮料,茶饮料
2.0,怡宝纯净水,2017/3/28 21:20,D,饮料,水
4.0,营养快线,2017/3/28 21:21,D,饮料,乳制品
4.0,营养快线,2017/3/28 21:29,D,饮料,乳制品
3.5,250ml燕塘甜牛奶,2017/3/28 21:31,D,饮料,乳制品
3.5,王老吉（罐）,2017/3/28 21:31,D,饮料,茶饮料
3.5,王老吉（罐）,2017/3/28 21:35,D,饮料,茶饮料
3.0,雪碧（500ml）,2017/3/28 21:44,D,饮料,碳酸饮料
3.0,可口可乐最新款,2017/3/28 21:47,D,饮料,碳酸饮料
3.0,可口可乐（500ml）,2017/3/28 22:06,D,饮料,碳酸饮料
3.5,东鹏特饮,2017/3/28 22:09,D,饮料,功能饮料
2.0,怡宝纯净水,2017/3/28 22:21,D,饮料,水
1.6,20g咪咪虾条马来西亚风味,2017/3/28 22:29,D,非饮料,膨化食品
3.5,东鹏特饮,2017/3/28 22:29,D,饮料,功能饮料
4.0,王老吉（500ml）,2017/3/28 23:00,D,饮料,茶饮料
2.0,怡宝,2017/3/29 00:07,D,饮料,水
6.5,70g乐事薯片原味,2017/3/29 03:40,D,非饮料,膨化食品
3.5,70g乖媳妇野山泡椒凤爪,2017/3/29 03:44,D,非饮料,肉干/豆制品/蛋
4.0,健能酸奶,2017/3/29 03:45,D,饮料,乳制品
3.5,可乐可乐,2017/3/29 04:51,D,饮料,碳酸饮料
3.5,东鹏特饮,2017/3/29 07:07,D,饮料,功能饮料
2.5,30g元朗小蛋卷,2017/3/29 09:01,D,非饮料,饼干糕点
2.0,鸭翅,2017/3/29 09:02,D,非饮料,肉干/豆制品/蛋
3.5,85g新麦潮手撕面包（提子味）,2017/3/29 09:36,D,非饮料,饼干糕点
2.0,怡宝纯净水,2017/3/29 09:53,D,饮料,水
6.0,红牛,2017/3/29 10:26,D,饮料,功能饮料
4.0,脉动,2017/3/29 11:04,D,饮料,功能饮料
3.5,85g新麦潮手撕面包（提子味）,2017/3/29 12:22,D,非饮料,饼干糕点
4.0,阿萨姆奶茶,2017/3/29 13:21,D,饮料,茶饮料
1.0,香豆干,2017/3/29 14:10,D,非饮料,肉干/豆制品/蛋
3.0,雪碧（500ml）,2017/3/29 15:29,D,饮料,碳酸饮料
10.0,口味王槟榔（绿）,2017/3/29 15:40,D,非饮料,蜜饯/果干
3.0,可乐（500ml）,2017/3/29 15:47,D,饮料,碳酸饮料
3.0,70g乖媳妇野山泡椒凤爪,2017/3/29 16:02,D,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/3/29 16:02,D,饮料,功能饮料
3.0,70g乖媳妇野山泡椒凤爪,2017/3/29 16:14,D,非饮料,肉干/豆制品/蛋
3.5,王老吉（罐）,2017/3/29 16:14,D,饮料,茶饮料
3.0,果粒橙,2017/3/29 16:15,D,饮料,果蔬饮料
4.0,王老吉（500ml）,2017/3/29 16:16,D,饮料,茶饮料
1.0,香豆干,2017/3/29 17:12,D,非饮料,肉干/豆制品/蛋
3.5,85g新麦潮手撕面包（提子味）,2017/3/29 17:34,D,非饮料,饼干糕点
2.0,怡宝纯净水,2017/3/29 17:34,D,饮料,水
3.5,85g新麦潮手撕面包（提子味）,2017/3/29 18:21,D,非饮料,饼干糕点
4.0,脉动,2017/3/29 18:46,D,饮料,功能饮料
3.0,维他奶,2017/3/29 18:49,D,饮料,植物蛋白
3.0,威化饼干,2017/3/29 19:21,D,非饮料,饼干糕点
3.0,统一冰红茶,2017/3/29 19:22,D,饮料,茶饮料
3.5,统一绿茶,2017/3/29 19:31,D,饮料,茶饮料
2.0,怡宝纯净水,2017/3/29 19:39,D,饮料,水
6.0,红牛,2017/3/29 19:45,D,饮料,功能饮料
4.0,营养快线,2017/3/29 19:51,D,饮料,乳制品
3.5,王老吉（罐）,2017/3/29 20:02,D,饮料,茶饮料
3.0,统一冰红茶,2017/3/29 20:08,D,饮料,茶饮料
2.0,鸭翅,2017/3/29 20:37,D,非饮料,肉干/豆制品/蛋
1.0,香豆干,2017/3/29 20:38,D,非饮料,肉干/豆制品/蛋
1.0,香豆干,2017/3/29 20:39,D,非饮料,肉干/豆制品/蛋
1.0,香豆干,2017/3/29 20:40,D,非饮料,肉干/豆制品/蛋
6.5,250ml红牛,2017/3/29 20:41,D,饮料,功能饮料
4.0,阿萨姆奶茶,2017/3/29 20:41,D,饮料,茶饮料
3.0,统一冰红茶,2017/3/29 21:08,D,饮料,茶饮料
3.0,统一绿茶,2017/3/29 21:11,D,饮料,茶饮料
3.0,可口可乐（500ml）,2017/3/29 21:15,D,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/3/29 21:18,D,饮料,茶饮料
3.0,冰糖雪梨,2017/3/29 23:28,D,饮料,果蔬饮料
3.5,600ml可口可乐,2017/3/30 09:01,D,饮料,碳酸饮料
2.5,30g无穷农场盐_鸡蛋,2017/3/30 09:18,D,非饮料,肉干/豆制品/蛋
3.5,600ml可口可乐,2017/3/30 10:21,D,饮料,碳酸饮料
5.0,85g统一老坛酸菜牛肉面,2017/3/30 10:52,D,非饮料,方便速食
4.5,250ml燕塘原味酸奶,2017/3/30 11:31,D,饮料,乳制品
4.5,脉动,2017/3/30 12:15,D,饮料,功能饮料
1.5,40g双汇玉米热狗肠,2017/3/30 15:04,D,非饮料,肉干/豆制品/蛋
2.0,85g新麦潮北海道吐司,2017/3/30 15:08,D,非饮料,饼干糕点
4.0,脉动,2017/3/30 15:28,D,饮料,功能饮料
6.5,430g泰奇八宝粥,2017/3/30 15:40,D,非饮料,方便速食
2.0,怡宝纯净水,2017/3/30 15:47,D,饮料,水
6.5,83g汤达人酸辣豚骨拉面,2017/3/30 15:49,D,非饮料,方便速食
3.5,东鹏特饮,2017/3/30 15:50,D,饮料,功能饮料
4.0,美汁源果粒橙,2017/3/30 16:05,D,饮料,果蔬饮料
1.6,20g马来西亚风味咪咪蟹味粒0219,2017/3/30 16:08,D,非饮料,膨化食品
3.0,250ml维他奶巧克力味,2017/3/30 16:10,D,饮料,植物蛋白
4.0,脉动,2017/3/30 16:10,D,饮料,功能饮料
3.5,可乐可乐,2017/3/30 16:19,D,饮料,碳酸饮料
2.0,怡宝纯净水,2017/3/30 16:19,D,饮料,水
3.0,果粒橙,2017/3/30 16:52,D,饮料,果蔬饮料
6.5,148g富甲一方紫薯仔,2017/3/30 17:01,D,非饮料,蜜饯/果干
4.0,营养快线,2017/3/30 17:40,D,饮料,乳制品
4.0,脉动,2017/3/30 18:20,D,饮料,功能饮料
4.0,脉动,2017/3/30 18:25,D,饮料,功能饮料
3.5,东鹏特饮,2017/3/30 18:48,D,饮料,功能饮料
1.5,小鱼仔,2017/3/30 18:50,D,非饮料,海味零食
3.0,卫龙大面筋,2017/3/30 18:53,D,非饮料,肉干/豆制品/蛋
3.2,2g韩国海牌海苔,2017/3/30 19:12,D,非饮料,海味零食
2.0,怡宝纯净水,2017/3/30 19:12,D,饮料,水
3.5,东鹏特饮,2017/3/30 19:14,D,饮料,功能饮料
3.5,东鹏特饮,2017/3/30 19:15,D,饮料,功能饮料
3.5,可乐可乐,2017/3/30 19:16,D,饮料,碳酸饮料
3.0,雪碧最新款,2017/3/30 19:16,D,饮料,碳酸饮料
4.5,脉动,2017/3/30 19:17,D,饮料,功能饮料
10.0,口味王槟榔（绿）,2017/3/30 20:16,D,非饮料,蜜饯/果干
3.0,统一冰红茶,2017/3/30 20:21,D,饮料,茶饮料
2.0,康师傅矿泉水,2017/3/30 20:25,D,饮料,水
3.0,熊字饼,2017/3/30 20:31,D,非饮料,饼干糕点
3.5,可乐可乐,2017/3/30 20:32,D,饮料,碳酸饮料
3.5,维他原味豆奶,2017/3/30 20:32,D,饮料,植物蛋白
3.0,雪碧最新款,2017/3/30 20:32,D,饮料,碳酸饮料
3.5,统一绿茶,2017/3/30 20:33,D,饮料,茶饮料
3.5,丽芝士纳宝帝奶酪威化饼干,2017/3/30 20:34,D,非饮料,饼干糕点
2.0,怡宝纯净水,2017/3/30 20:34,D,饮料,水
3.0,卫龙大面筋,2017/3/30 20:41,D,非饮料,肉干/豆制品/蛋
4.0,脉动,2017/3/30 21:09,D,饮料,功能饮料
3.0,茉莉蜜茶,2017/3/30 21:10,D,饮料,茶饮料
4.0,阿萨姆奶茶,2017/3/30 21:13,D,饮料,茶饮料
3.0,250ml维他柠檬茶,2017/3/30 21:14,D,饮料,茶饮料
3.0,伊利纯牛奶,2017/3/30 21:14,D,饮料,乳制品
3.0,熊字饼,2017/3/30 21:16,D,非饮料,饼干糕点
2.5,伊利优酸乳,2017/3/30 21:31,D,饮料,乳制品
3.5,东鹏特饮,2017/3/30 21:40,D,饮料,功能饮料
4.5,营养快线,2017/3/30 21:43,D,饮料,乳制品
4.0,脉动,2017/3/30 21:53,D,饮料,功能饮料
3.0,印尼芝士威化饼干,2017/3/30 21:54,D,非饮料,饼干糕点
0.1,小糖衣血糖试纸,2017/3/30 21:55,D,非饮料,其他
4.5,500ml营养快线原味,2017/3/30 21:59,D,饮料,乳制品
3.0,雪碧最新款,2017/3/30 22:20,D,饮料,碳酸饮料
2.0,怡宝纯净水,2017/3/30 22:40,D,饮料,水
5.0,85g统一老坛酸菜牛肉面,2017/3/30 23:11,D,非饮料,方便速食
6.0,红牛,2017/3/30 23:45,D,饮料,功能饮料
6.0,红牛,2017/3/31 00:26,D,饮料,功能饮料
4.0,55g奥利奥原味芝士饼干,2017/3/31 00:35,D,非饮料,饼干糕点
39.6,180g统一满汉全席台式半筋半肉牛肉面,2017/3/31 02:06,D,非饮料,方便速食
15.0,红利群（硬）,2017/3/31 02:40,D,非饮料,香烟
3.2,20g咪咪虾条马来西亚风味,2017/3/31 03:38,D,非饮料,膨化食品
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/3/31 04:22,D,非饮料,饼干糕点
3.0,统一冰红茶,2017/3/31 05:16,D,饮料,茶饮料
2.5,30g无穷农场盐_鸡蛋,2017/3/31 07:44,D,非饮料,肉干/豆制品/蛋
6.0,330ml伊利畅意乳酸菌原味,2017/3/31 07:58,D,饮料,乳制品
4.0,250ml维他椰子植物蛋白饮料9374,2017/3/31 09:37,D,饮料,植物蛋白
4.0,王老吉（500ml）,2017/3/31 10:02,D,饮料,茶饮料
6.5,148g富甲一方紫薯仔,2017/3/31 10:30,D,非饮料,蜜饯/果干
1.5,香豆干,2017/3/31 11:08,D,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/3/31 11:46,D,饮料,茶饮料
1.5,40g双汇玉米热狗肠,2017/3/31 11:51,D,非饮料,肉干/豆制品/蛋
3.6,32g卫龙亲嘴烧,2017/3/31 11:52,D,非饮料,肉干/豆制品/蛋
4.8,2g韩国海牌海苔,2017/3/31 12:12,D,非饮料,海味零食
3.5,统一绿茶,2017/3/31 12:36,D,饮料,茶饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/3/31 13:16,D,非饮料,肉干/豆制品/蛋
6.5,91g徐福记凤梨酥,2017/3/31 13:55,D,非饮料,饼干糕点
3.0,250ml维他柠檬茶,2017/3/31 14:09,D,饮料,茶饮料
1.0,小鱼仔,2017/3/31 14:09,D,非饮料,海味零食
25.0,芙蓉王,2017/3/31 14:10,D,非饮料,香烟
4.0,阿萨姆奶茶,2017/3/31 14:14,D,饮料,茶饮料
2.0,怡宝纯净水,2017/3/31 15:02,D,饮料,水
7.0,145g果王迷你山楂包装,2017/3/31 15:10,D,非饮料,蜜饯/果干
5.5,55g奥利奥迷你杯夹心小饼干杯装原味,2017/3/31 15:21,D,非饮料,饼干糕点
4.0,王老吉（500ml）,2017/3/31 15:31,D,饮料,茶饮料
6.5,430g泰奇八宝粥,2017/3/31 15:33,D,非饮料,方便速食
1.0,好吃点小饼干,2017/3/31 15:58,D,非饮料,饼干糕点
2.5,30g无穷农场盐_鸡蛋,2017/3/31 16:03,D,非饮料,肉干/豆制品/蛋
2.0,85g新麦潮北海道吐司,2017/3/31 16:37,D,非饮料,饼干糕点
4.0,阿萨姆奶茶,2017/3/31 17:15,D,饮料,茶饮料
5.5,205g伊利安慕希原味,2017/3/31 21:52,D,饮料,乳制品
5.0,110g顺宝九制话梅,2017/3/31 22:00,D,非饮料,蜜饯/果干
4.5,250ml燕塘甜牛奶,2017/3/31 22:02,D,饮料,乳制品
10.0,湘潭铺子(羽泉版),2017/3/31 23:11,D,非饮料,蜜饯/果干
3.0,统一冰红茶,2017/4/1 08:57,D,饮料,茶饮料
3.5,东鹏特饮,2017/4/1 12:14,D,饮料,功能饮料
2.0,怡宝纯净水,2017/4/1 12:30,D,饮料,水
4.0,阿萨姆奶茶,2017/4/1 12:33,D,饮料,茶饮料
3.2,咪咪虾条马来西亚风味,2017/4/1 12:33,D,非饮料,膨化食品
0.8,20g咪咪虾条马来西亚风味,2017/4/1 13:03,D,非饮料,膨化食品
1.8,32g卫龙亲嘴烧,2017/4/1 13:49,D,非饮料,肉干/豆制品/蛋
1.5,香豆干,2017/4/1 13:59,D,非饮料,肉干/豆制品/蛋
3.0,250ml维他奶巧克力味,2017/4/1 14:33,D,饮料,植物蛋白
4.0,脉动,2017/4/1 14:33,D,饮料,功能饮料
2.0,怡宝纯净水,2017/4/1 15:18,D,饮料,水
2.0,怡宝纯净水,2017/4/1 15:43,D,饮料,水
4.5,250ml燕塘原味酸奶,2017/4/1 16:07,D,饮料,乳制品
2.0,怡宝纯净水,2017/4/1 16:07,D,饮料,水
3.0,统一绿茶,2017/4/1 16:18,D,饮料,茶饮料
3.0,250ml维他原味豆奶,2017/4/1 16:20,D,饮料,植物蛋白
3.0,统一绿茶,2017/4/1 16:23,D,饮料,茶饮料
4.0,银鹭八宝粥,2017/4/1 16:35,D,饮料,方便速食
3.0,可口可乐（500ml）,2017/4/1 16:39,D,饮料,碳酸饮料
3.0,雪碧（500ml）,2017/4/1 16:41,D,饮料,碳酸饮料
1.0,香豆干,2017/4/1 16:48,D,非饮料,肉干/豆制品/蛋
6.0,160g盼盼手撕面包,2017/4/1 17:00,D,非饮料,饼干糕点
4.0,脉动,2017/4/1 17:08,D,饮料,功能饮料
4.0,银鹭八宝粥,2017/4/1 17:10,D,饮料,方便速食
3.0,威化饼干,2017/4/1 17:16,D,非饮料,饼干糕点
2.0,怡宝纯净水,2017/4/1 17:25,D,饮料,水
3.5,熊字饼,2017/4/1 17:31,D,非饮料,饼干糕点
4.8,2g韩国海牌海苔,2017/4/1 17:46,D,非饮料,海味零食
4.5,250ML东鹏特饮,2017/4/1 17:49,D,饮料,功能饮料
4.5,营养快线,2017/4/1 17:49,D,饮料,乳制品
6.0,370g泰奇八宝粥,2017/4/1 17:51,D,非饮料,方便速食
3.5,统一绿茶,2017/4/1 17:51,D,饮料,茶饮料
3.0,健能酸奶,2017/4/1 17:52,D,饮料,乳制品
10.0,湘潭铺子(羽泉版),2017/4/1 17:52,D,非饮料,蜜饯/果干
4.5,180ml雀巢咖啡罐装,2017/4/1 17:57,D,饮料,咖啡
4.0,营养快线,2017/4/1 19:44,D,饮料,乳制品
4.0,阿萨姆奶茶,2017/4/2 08:31,D,饮料,茶饮料
4.0,银鹭八宝粥,2017/4/2 12:01,D,饮料,方便速食
2.5,伊利优酸乳,2017/4/2 14:37,D,饮料,乳制品
1.8,32g卫龙亲嘴烧,2017/4/2 17:46,D,非饮料,肉干/豆制品/蛋
3.5,85g新麦潮手撕面包（提子味）,2017/4/2 18:59,D,非饮料,饼干糕点
3.5,维他柠檬茶,2017/4/3 12:15,D,饮料,茶饮料
4.0,营养快线,2017/4/3 12:58,D,饮料,乳制品
4.0,脉动,2017/4/3 15:46,D,饮料,功能饮料
6.5,430g泰奇八宝粥,2017/4/3 16:21,D,非饮料,方便速食
3.5,东鹏特饮,2017/4/3 17:54,D,饮料,功能饮料
3.0,果粒橙,2017/4/4 13:29,D,饮料,果蔬饮料
1.0,小鱼仔,2017/4/4 18:20,D,非饮料,海味零食
2.5,30g元朗小蛋卷,2017/4/5 01:25,D,非饮料,饼干糕点
3.5,东鹏特饮,2017/4/5 11:05,D,饮料,功能饮料
6.0,268ml雀巢咖啡丝滑拿铁,2017/4/5 16:11,D,饮料,咖啡
4.0,营养快线,2017/4/5 21:33,D,饮料,乳制品
4.0,阿萨姆奶茶,2017/4/6 08:16,D,饮料,茶饮料
3.0,果粒橙,2017/4/6 11:15,D,饮料,果蔬饮料
4.0,阿萨姆奶茶,2017/4/6 14:04,D,饮料,茶饮料
2.0,鸭翅,2017/4/6 17:34,D,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/6 19:08,D,饮料,功能饮料
4.8,20g咪咪虾条马来西亚风味,2017/4/6 23:17,D,非饮料,膨化食品
3.5,东鹏特饮,2017/4/7 03:55,D,饮料,功能饮料
2.0,怡宝纯净水,2017/4/7 10:18,D,饮料,水
5.0,85g统一老坛酸菜牛肉面,2017/4/7 13:01,D,非饮料,方便速食
3.0,可口可乐最新款,2017/4/7 17:35,D,饮料,碳酸饮料
4.5,68g好丽友巧克力派2枚,2017/4/8 09:47,D,非饮料,饼干糕点
3.0,雪碧最新款,2017/4/8 11:40,D,饮料,碳酸饮料
4.0,脉动,2017/4/8 12:10,D,饮料,功能饮料
6.0,雀巢咖啡,2017/4/8 12:35,D,饮料,咖啡
2.5,30g无穷农场盐_鸡蛋,2017/4/8 12:47,D,非饮料,肉干/豆制品/蛋
4.5,40g乐事美国经典原味,2017/4/8 12:49,D,非饮料,膨化食品
2.0,鸭翅,2017/4/8 16:04,D,非饮料,肉干/豆制品/蛋
3.0,熊字饼,2017/4/8 18:42,D,非饮料,饼干糕点
3.0,维他奶,2017/4/9 08:39,D,饮料,植物蛋白
4.0,阿萨姆奶茶,2017/4/9 10:43,D,饮料,茶饮料
5.0,85g统一老坛酸菜牛肉面,2017/4/9 13:03,D,非饮料,方便速食
3.0,卫龙大面筋,2017/4/9 13:22,D,非饮料,肉干/豆制品/蛋
1.8,10g卫龙亲嘴烧香辣味,2017/4/9 15:54,D,非饮料,肉干/豆制品/蛋
3.5,王老吉（罐）,2017/4/9 16:06,D,饮料,茶饮料
3.0,可口可乐最新款,2017/4/9 18:24,D,饮料,碳酸饮料
3.0,雪碧最新款,2017/4/9 18:43,D,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/4/9 19:05,D,饮料,茶饮料
4.0,脉动,2017/4/9 20:36,D,饮料,功能饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/9 20:40,D,非饮料,肉干/豆制品/蛋
3.0,美年达（罐）,2017/4/9 22:51,D,饮料,碳酸饮料
4.0,银鹭八宝粥,2017/4/10 07:48,D,饮料,方便速食
3.0,统一绿茶,2017/4/10 09:00,D,饮料,茶饮料
1.0,小鱼仔,2017/4/10 15:35,D,非饮料,海味零食
2.0,怡宝纯净水,2017/4/10 17:20,D,饮料,水
2.5,30g无穷农场盐_鸡蛋,2017/4/10 17:59,D,非饮料,肉干/豆制品/蛋
3.5,85g新麦潮手撕面包（提子味）,2017/4/10 19:29,D,非饮料,饼干糕点
3.0,果粒橙,2017/4/11 00:55,D,饮料,果蔬饮料
4.0,银鹭八宝粥,2017/4/11 02:26,D,饮料,方便速食
3.0,可口可乐最新款,2017/4/11 03:43,D,饮料,碳酸饮料
3.0,统一冰红茶,2017/4/11 03:51,D,饮料,茶饮料
3.0,统一冰红茶,2017/4/11 06:06,D,饮料,茶饮料
5.0,85g统一老坛酸菜牛肉面,2017/4/11 07:44,D,非饮料,方便速食
3.0,卫龙大面筋,2017/4/11 08:42,D,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/4/11 09:10,D,饮料,茶饮料
3.0,伊利纯牛奶,2017/4/11 12:31,D,饮料,乳制品
6.0,红牛,2017/4/11 14:46,D,饮料,功能饮料
3.0,伊利纯牛奶,2017/4/11 15:36,D,饮料,乳制品
3.0,卫龙大面筋,2017/4/11 16:28,D,非饮料,肉干/豆制品/蛋
2.0,鸭翅,2017/4/11 16:32,D,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/4/11 18:08,D,饮料,乳制品
3.0,可口可乐最新款,2017/4/11 18:10,D,饮料,碳酸饮料
3.5,王老吉（罐）,2017/4/11 21:17,D,饮料,茶饮料
3.0,统一绿茶,2017/4/11 22:13,D,饮料,茶饮料
3.0,雪碧最新款,2017/4/11 22:41,D,饮料,碳酸饮料
6.0,红牛,2017/4/12 09:05,D,饮料,功能饮料
5.5,205g伊利安慕希原味,2017/4/12 13:27,D,饮料,乳制品
2.5,伊利优酸乳,2017/4/12 15:47,D,饮料,乳制品
3.0,统一绿茶,2017/4/12 17:29,D,饮料,茶饮料
3.0,果粒橙,2017/4/12 19:43,D,饮料,果蔬饮料
3.0,统一冰红茶,2017/4/12 20:51,D,饮料,茶饮料
6.5,250ml红牛,2017/4/12 21:15,D,饮料,功能饮料
1.5,劲仔小鱼（麻辣味）,2017/4/13 01:21,D,非饮料,肉干/豆制品/蛋
3.0,雪碧最新款,2017/4/13 01:36,D,饮料,碳酸饮料
1.5,40g双汇玉米热狗肠,2017/4/13 04:41,D,非饮料,肉干/豆制品/蛋
3.0,熊字饼,2017/4/13 08:48,D,非饮料,饼干糕点
3.0,统一绿茶,2017/4/13 09:01,D,饮料,茶饮料
3.0,雪碧最新款,2017/4/13 09:21,D,饮料,碳酸饮料
3.0,维他奶,2017/4/13 10:47,D,饮料,植物蛋白
3.0,可口可乐最新款,2017/4/13 11:35,D,饮料,碳酸饮料
3.5,东鹏特饮,2017/4/13 17:10,D,饮料,功能饮料
4.5,250ml燕塘原味酸奶,2017/4/13 17:27,D,饮料,乳制品
3.5,东鹏特饮,2017/4/13 18:35,D,饮料,功能饮料
6.5,148g富甲一方紫薯仔,2017/4/13 18:42,D,非饮料,蜜饯/果干
4.0,王老吉（500ml）,2017/4/13 19:56,D,饮料,茶饮料
4.0,阿萨姆奶茶,2017/4/13 22:58,D,饮料,茶饮料
4.5,65g卫龙亲嘴豆皮,2017/4/13 23:40,D,非饮料,肉干/豆制品/蛋
3.0,12g劲仔小鱼麻辣味,2017/4/14 02:17,D,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘原味酸奶,2017/4/14 02:47,D,饮料,乳制品
3.0,卫龙大面筋,2017/4/14 07:41,D,非饮料,肉干/豆制品/蛋
5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/4/14 10:18,D,饮料,果蔬饮料
2.4,10g卫龙亲嘴烧香辣味,2017/4/14 12:15,D,非饮料,肉干/豆制品/蛋
1.5,小鱼仔,2017/4/14 14:35,D,非饮料,海味零食
4.0,阿萨姆奶茶,2017/4/14 14:52,D,饮料,茶饮料
3.0,卫龙大面筋,2017/4/14 14:53,D,非饮料,肉干/豆制品/蛋
1.0,香豆干,2017/4/14 15:33,D,非饮料,肉干/豆制品/蛋
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/4/14 16:45,D,非饮料,饼干糕点
3.0,统一绿茶,2017/4/14 17:52,D,饮料,茶饮料
3.0,统一冰红茶,2017/4/14 18:07,D,饮料,茶饮料
4.0,55g奥利奥原味芝士饼干,2017/4/14 18:11,D,非饮料,饼干糕点
3.5,东鹏特饮,2017/4/14 18:29,D,饮料,功能饮料
6.0,13g无穷烤鸡小腿蜂蜜味,2017/4/14 21:35,D,非饮料,肉干/豆制品/蛋
3.0,雪碧最新款,2017/4/14 21:55,D,饮料,碳酸饮料
4.0,营养快线,2017/4/14 22:30,D,饮料,乳制品
1.5,40g双汇玉米热狗肠,2017/4/15 06:04,D,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/4/15 08:08,D,饮料,水
4.0,营养快线,2017/4/15 12:29,D,饮料,乳制品
3.0,雪碧最新款,2017/4/15 12:35,D,饮料,碳酸饮料
3.5,东鹏特饮,2017/4/15 15:02,D,饮料,功能饮料
5.5,268ml雀巢咖啡丝滑拿铁,2017/4/15 15:06,D,饮料,咖啡
2.0,怡宝纯净水,2017/4/15 16:28,D,饮料,水
1.0,小鱼仔,2017/4/15 17:49,D,非饮料,海味零食
3.0,卫龙大面筋,2017/4/15 17:59,D,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/4/15 21:04,D,饮料,乳制品
4.0,脉动,2017/4/15 22:21,D,饮料,功能饮料
4.0,阿萨姆奶茶,2017/4/16 07:53,D,饮料,茶饮料
3.5,东鹏特饮,2017/4/16 09:00,D,饮料,功能饮料
3.0,卫龙大面筋,2017/4/16 09:20,D,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/16 12:26,D,饮料,功能饮料
3.0,统一绿茶,2017/4/16 12:33,D,饮料,茶饮料
4.0,营养快线,2017/4/16 12:34,D,饮料,乳制品
6.0,红牛,2017/4/16 13:41,D,饮料,功能饮料
2.0,怡宝纯净水,2017/4/16 15:10,D,饮料,水
4.0,营养快线,2017/4/16 15:33,D,饮料,乳制品
